frac_masked,prob_before,prob_after,drop_abs,drop_rel,filename,model,class_idx,class_name,prob_pred
0.1,0.8223625421524048,0.514304518699646,0.3080580234527588,0.37460123444593024,CongBT1.jpg,mobilenet_v3,0,Conglomerate,0.8223625421524048
0.2,0.8223625421524048,0.29938748478889465,0.5229750573635101,0.6359422159405135,CongBT1.jpg,mobilenet_v3,0,Conglomerate,0.8223625421524048
0.3,0.8223625421524048,0.1039203330874443,0.7184422090649605,0.8736319715920878,CongBT1.jpg,mobilenet_v3,0,Conglomerate,0.8223625421524048
0.05,0.7611507773399353,0.45578017830848694,0.30537059903144836,0.4011959366293421,CongBT3.jpg,mobilenet_v3,0,Conglomerate,0.7611507773399353
0.1,0.7611507773399353,0.7975804805755615,-0.03642970323562622,-0.047861349314905315,CongBT3.jpg,mobilenet_v3,0,Conglomerate,0.7611507773399353
0.2,0.7611507773399353,0.8680728673934937,-0.10692209005355835,-0.1404742571860578,CongBT3.jpg,mobilenet_v3,0,Conglomerate,0.7611507773399353
0.3,0.7611507773399353,0.530444324016571,0.23070645332336426,0.3031021713323772,CongBT3.jpg,mobilenet_v3,0,Conglomerate,0.7611507773399353
0.05,0.9280341863632202,0.9388419389724731,-0.01080775260925293,-0.011645856120446055,CongBT4.jpg,mobilenet_v3,0,Conglomerate,0.9280341863632202
0.1,0.9280341863632202,0.9404135346412659,-0.012379348278045654,-0.01333932355072446,CongBT4.jpg,mobilenet_v3,0,Conglomerate,0.9280341863632202
0.2,0.9280341863632202,0.941368579864502,-0.013334393501281738,-0.01436842919927571,CongBT4.jpg,mobilenet_v3,0,Conglomerate,0.9280341863632202
0.3,0.9280341863632202,0.9373353719711304,-0.009301185607910156,-0.010022460103920971,CongBT4.jpg,mobilenet_v3,0,Conglomerate,0.9280341863632202
0.05,0.9440023899078369,0.9459115862846375,-0.0019091963768005371,-0.0020224486687845248,CongBT5.jpg,mobilenet_v3,0,Conglomerate,0.9440023899078369
0.1,0.9440023899078369,0.9430794715881348,0.0009229183197021484,0.0009776652364103394,CongBT5.jpg,mobilenet_v3,0,Conglomerate,0.9440023899078369
0.2,0.9440023899078369,0.9458519816398621,-0.0018495917320251465,-0.001959308315102638,CongBT5.jpg,mobilenet_v3,0,Conglomerate,0.9440023899078369
0.3,0.9440023899078369,0.8462598323822021,0.09774255752563477,0.10354058270453516,CongBT5.jpg,mobilenet_v3,0,Conglomerate,0.9440023899078369
0.05,0.2855432331562042,0.10839089006185532,0.1771523430943489,0.6204046271228522,ConglBT2.jpg,mobilenet_v3,0,Conglomerate,0.2855432331562042
0.1,0.2855432331562042,0.09728925675153732,0.1882539764046669,0.6592836199379474,ConglBT2.jpg,mobilenet_v3,0,Conglomerate,0.2855432331562042
0.2,0.2855432331562042,0.08358833193778992,0.2019549012184143,0.7072655828171183,ConglBT2.jpg,mobilenet_v3,0,Conglomerate,0.2855432331562042
0.3,0.2855432331562042,0.06401467323303223,0.221528559923172,0.7758144273767843,ConglBT2.jpg,mobilenet_v3,0,Conglomerate,0.2855432331562042
0.05,0.738828718662262,0.5108075737953186,0.22802114486694336,0.30862517807847856,LABT1.jpg,mobilenet_v3,3,Low-angle bedding,0.738828718662262
0.1,0.738828718662262,0.25049230456352234,0.4883364140987396,0.6609602493285187,LABT1.jpg,mobilenet_v3,3,Low-angle bedding,0.738828718662262
0.2,0.738828718662262,0.10564775764942169,0.6331809610128403,0.8570064279017651,LABT1.jpg,mobilenet_v3,3,Low-angle bedding,0.738828718662262
0.3,0.738828718662262,0.9321660399436951,-0.1933373212814331,-0.2616808421189039,LABT1.jpg,mobilenet_v3,3,Low-angle bedding,0.738828718662262
0.05,0.775855541229248,0.10729274153709412,0.6685627996921539,0.8617104140701713,LABT2.jpg,mobilenet_v3,1,Cross bedding,0.775855541229248
0.1,0.775855541229248,0.6252408623695374,0.1506146788597107,0.1941272193801517,LABT2.jpg,mobilenet_v3,1,Cross bedding,0.775855541229248
0.2,0.775855541229248,0.014733277261257172,0.7611222639679909,0.9810102828692889,LABT2.jpg,mobilenet_v3,1,Cross bedding,0.775855541229248
0.3,0.775855541229248,0.37050899863243103,0.405346542596817,0.5224510505577786,LABT2.jpg,mobilenet_v3,1,Cross bedding,0.775855541229248
0.05,0.8134526014328003,0.9465343952178955,-0.13308179378509521,-0.16360116563709284,LBBT1.jpg,mobilenet_v3,2,Lenticular bedding,0.8134526014328003
0.1,0.8134526014328003,0.6914954781532288,0.12195712327957153,0.1499252975091709,LBBT1.jpg,mobilenet_v3,2,Lenticular bedding,0.8134526014328003
0.2,0.8134526014328003,0.9634376168251038,-0.14998501539230347,-0.1843807680102544,LBBT1.jpg,mobilenet_v3,2,Lenticular bedding,0.8134526014328003
0.3,0.8134526014328003,0.8766219019889832,-0.06316930055618286,-0.07765578528464963,LBBT1.jpg,mobilenet_v3,2,Lenticular bedding,0.8134526014328003
0.05,0.583774745464325,0.15672723948955536,0.4270475059747696,0.7315278868981758,LBBT2.jpg,mobilenet_v3,2,Lenticular bedding,0.583774745464325
0.1,0.583774745464325,0.14105559885501862,0.44271914660930634,0.7583732425019797,LBBT2.jpg,mobilenet_v3,2,Lenticular bedding,0.583774745464325
0.2,0.583774745464325,0.30301058292388916,0.2807641625404358,0.48094605791252515,LBBT2.jpg,mobilenet_v3,2,Lenticular bedding,0.583774745464325
0.3,0.583774745464325,0.2173149585723877,0.36645978689193726,0.6277417612504518,LBBT2.jpg,mobilenet_v3,2,Lenticular bedding,0.583774745464325
0.05,0.6629347801208496,0.6621361374855042,0.000798642635345459,0.0012047077017118726,MDBT1.jpg,mobilenet_v3,9,mud drape,0.6629347801208496
0.1,0.6629347801208496,0.6649169921875,-0.0019822120666503906,-0.0029900559241831503,MDBT1.jpg,mobilenet_v3,9,mud drape,0.6629347801208496
0.2,0.6629347801208496,0.6566463708877563,0.006288409233093262,0.00948571325815404,MDBT1.jpg,mobilenet_v3,9,mud drape,0.6629347801208496
0.3,0.6629347801208496,0.4986860752105713,0.16424870491027832,0.24775997554403295,MDBT1.jpg,mobilenet_v3,9,mud drape,0.6629347801208496
0.05,0.3398418128490448,0.05381786823272705,0.28602394461631775,0.8416384735521812,MSBT1.jpg,mobilenet_v3,1,Cross bedding,0.3398418128490448
0.1,0.3398418128490448,0.044118527323007584,0.2957232855260372,0.8701792255814181,MSBT1.jpg,mobilenet_v3,1,Cross bedding,0.3398418128490448
0.2,0.3398418128490448,0.12896451354026794,0.21087729930877686,0.6205160499241642,MSBT1.jpg,mobilenet_v3,1,Cross bedding,0.3398418128490448
0.3,0.3398418128490448,0.1275692731142044,0.2122725397348404,0.6246216083731453,MSBT1.jpg,mobilenet_v3,1,Cross bedding,0.3398418128490448
0.05,0.8817646503448486,0.5331854224205017,0.3485792279243469,0.39532002988283327,PLBT1.jpg,mobilenet_v3,10,Parallel lamination,0.8817646503448486
0.1,0.8817646503448486,0.7977036237716675,0.08406102657318115,0.09533272459971089,PLBT1.jpg,mobilenet_v3,10,Parallel lamination,0.8817646503448486
0.2,0.8817646503448486,0.6330927610397339,0.24867188930511475,0.28201616974277643,PLBT1.jpg,mobilenet_v3,10,Parallel lamination,0.8817646503448486
0.3,0.8817646503448486,0.8282649517059326,0.053499698638916016,0.060673444572689764,PLBT1.jpg,mobilenet_v3,10,Parallel lamination,0.8817646503448486
0.05,0.8933144807815552,0.906079113483429,-0.01276463270187378,-0.014289069500688933,PLBT2.jpg,mobilenet_v3,10,Parallel lamination,0.8933144807815552
0.1,0.8933144807815552,0.9080444574356079,-0.014729976654052734,-0.016489127816610653,PLBT2.jpg,mobilenet_v3,10,Parallel lamination,0.8933144807815552
0.2,0.8933144807815552,0.6065828800201416,0.2867316007614136,0.32097498353573417,PLBT2.jpg,mobilenet_v3,10,Parallel lamination,0.8933144807815552
0.3,0.8933144807815552,0.7911930084228516,0.10212147235870361,0.11431749350938974,PLBT2.jpg,mobilenet_v3,10,Parallel lamination,0.8933144807815552
0.05,0.9570709466934204,0.9452994465827942,0.01177150011062622,0.012299506270964778,WBBT1.jpg,mobilenet_v3,4,Wavy bedding,0.9570709466934204
0.1,0.9570709466934204,0.9347774982452393,0.022293448448181152,0.0232934125993265,WBBT1.jpg,mobilenet_v3,4,Wavy bedding,0.9570709466934204
0.2,0.9570709466934204,0.9129370450973511,0.044133901596069336,0.046113510966455745,WBBT1.jpg,mobilenet_v3,4,Wavy bedding,0.9570709466934204
0.3,0.9570709466934204,0.8663407564163208,0.09073019027709961,0.09479985845403424,WBBT1.jpg,mobilenet_v3,4,Wavy bedding,0.9570709466934204
0.05,0.9541555047035217,0.9583145380020142,-0.004159033298492432,-0.00435886318109162,WBBT2.jpg,mobilenet_v3,4,Wavy bedding,0.9541555047035217
0.1,0.9541555047035217,0.9557464122772217,-0.0015909075736999512,-0.001667346219621314,WBBT2.jpg,mobilenet_v3,4,Wavy bedding,0.9541555047035217
0.2,0.9541555047035217,0.9344163537025452,0.019739151000976562,0.02068756183206142,WBBT2.jpg,mobilenet_v3,4,Wavy bedding,0.9541555047035217
0.3,0.9541555047035217,0.6396633386611938,0.3144921660423279,0.3296026323714585,WBBT2.jpg,mobilenet_v3,4,Wavy bedding,0.9541555047035217
0.05,0.7547263503074646,0.5373401045799255,0.21738624572753906,0.28803319989913034,image14.jpg,mobilenet_v3,10,Parallel lamination,0.7547263503074646
0.1,0.7547263503074646,0.0705193281173706,0.684207022190094,0.9065630501842838,image14.jpg,mobilenet_v3,10,Parallel lamination,0.7547263503074646
0.2,0.7547263503074646,0.14324526488780975,0.6114810854196548,0.8102023802001032,image14.jpg,mobilenet_v3,10,Parallel lamination,0.7547263503074646
0.3,0.7547263503074646,0.6907864212989807,0.06393992900848389,0.08471935421673163,image14.jpg,mobilenet_v3,10,Parallel lamination,0.7547263503074646
